Name,High School Attended,Hometown,POS,Rating
Chris Gray,LaVergne High School,"LaVergne, TN",WR,66
Christopher Gordon,Coral Gables High School,"Coral Gables, FL",WR,66
Damon Campbell,Wisconsin Lutheran High School,"Milwaukee, WI",OLB,66
Danny Hagee,Kings High School,"Kings Mills, OH",DE,66
Dante Strickland,Blue Springs South High School,"Blue Springs, KS",CB,66
Darelle Nash,Houston High School,"Germantown, TN",ILB,66
Darius Reeves,Lincoln High School,"Gahanna, OH",CB,66
David Glunt,Hollidaysburg Area High School,"Hollidaysburg, PA",FB,66
Dominique Moe,Timpview High School,"Provo, UT",OLB,66
Dominique Vinson,Edison High School,"Huntington Beach, CA",WR,66
Doug Reynolds,Colerain High School,"Cincinnati, OH",QB,66
Emmett Lydon,Saint Ignatius High School,"Cleveland, OH",ILB,66
Eric Hicks,Norco Senior High School,"Norco, CA",OLB,66
Eric Hitch,First Colonial High School,"Virginia Beach, VA",FB,66
Erron Banks,Bound Brook High School,"Bound Brook, NJ",WR,66
Fidel Cooper,Paterson Catholic High School,"Paterson, NJ",RB,66
Harry Kehs,James Madison High School,"Vienna, VA",TE,66
Jake Croom,Citronelle High School,"Citronelle, AL",WR,66
Jamal Pannell,Liberty Christian Academy,"Lynchburg, VA",RB,66
Jawan Carson,Marist High School,"Bayonne, NJ",RB,66
Jeff McVaney,Strake Jesuit College Prep,"Houston, TX",ILB,66
Jeremy Randle,De La Salle High School,"Minneapolis, MN",RB,66
Joey Searson,Carlsbad High School,"Carlsbad, CA",ILB,66
John Grizzard,East Wake High School,"Wendell, NC",S,66
Johri Fogerson,O'Dea High School,"Seattle, WA",OLB,66
Joseph Gray,McClymonds High School,"Oakland, CA",WR,66
Joseph Washington,A. A. Stagg High School,"Stockton, CA",WR,66
Josh Hicks,,"Cedar Hill, TX",RB(POST),66
Josh McWherter,Fort Campbell High School,"Fort Campbell, KY",ILB,66
Joshua Smith,Withrow High School,"Cincinnati, OH",S,66
Justin McKillop,Saugus High School,"Saugus, CA",OLB,66
Keavon Milton,Canton High School,"Canton, TX",OT,66
Kenny Session,East Central High School,"Tulsa, OK",RB,66
Korey Jarka,Fort Bend Baptist Academy,"Fort Bend, TX",OLB,66
Kris Johnston,Texas City High School,"Texas City, TX",S,66
Kurtis Medeiros,Abington Heights High School,"Clarks Summit, PA",S,66
Lance Straughters,Connellsville High School,"Connellsville, PA",ATH,66
Lee Garrett,Mount Eden High School,"Hayward, CA",RB,66
Lou Gelsomini,Timber Creek Regional High School,"Erial, NJ",QB,66
Louis Bland,Central Catholic High School,"Modesto, CA",RB,66
Lucious Lee,Baker County High School,"Glen Saint Mary, FL",RB,66
Luke Cometti,West Genesee Senior High School,"Camillus, NY",TE,66
Luke Stein,Highlands High School,"Fort Thomas, KY",ILB,66
Markell Rice,New Rochelle High School,"New Rochelle, NY",RB,66
Michael Patterson,Rockwall High School,"Rockwall, TX",ATH,66
Michael Roberts,Ada High School,"Ada, OK",ATH,66
Mick Mentzer,Bishop Dwenger High School,"Fort Wayne, IN",DT,66
Mike Salopek,Norwin Senior High School,"North Huntingdon, PA",WR,66
Na'Ron Goddard,Paul L. Dunbar High School,"Dayton, OH",WR,66
Nate Sawin,Tahoma High School,"Kent, WA",OT,66
Nathan King,West Delaware County Comm. School,"Manchester, IA",OC,66
Neal Muradymov,Paint Branch High School,"Burtonsville, MD",OT,66
Nick Kalpin,Los Gatos High School,"Los Gatos, CA",ILB,66
Nick Mistretta,Don Bosco High School,"Ramsey, NJ",OLB,66
Nick Shurtleff,Saint Ignatius High School,"Cleveland, OH",WR,66
Nick Zissimos,Broomfield Senior High School,"Broomfield, CO",OLB,66
Oscar Molina,Baldwin Park High School,"Baldwin Park, CA",DE,66
Paul Vigo,New Brunswick High,"New Brunswick, NJ",ATH,66
Phil Morman,Cresskill High School,"Cresskill, NJ",ILB,66
Pierre Desir,Francis Howell Central High School,"Saint Louis, MO",ATH,66
Quinn Garner,Santa Cruz High School,"Santa Cruz, CA",DE,66
Raymond Rodriguez,Los Altos High School,"Hacienda Heights, CA",TE,66
Raynell Brown,Fredrick Douglas High School,"Detroit, MI",DT,66
Richard Cunningham,Nottingham High School,"Trenton, NJ",DT,66
Ryan Otten,Del Oro High School,"Loomis, CA",TE,66
Ryan Terrell,Ocoee High School,"Ocoee, FL",RB,66
Sam Shutt,Hardin County High School,"Savannah, TN",ATH,66
Scott Pettigrew,Independence High School,"Franklin, TN",FB,66
Shawn Wyatt,Smithson Valley High School,"Spring Branch, TX",OG,66
Stephon Ball,Saint Xavier High School,"Cincinnati, OH",WR,66
Taylor Johnson,Bartram Trail High School,"Jacksonville, FL",RB,66
Tomisi Unga,Woodrow Wilson High School,"Tacoma, WA",OLB,66
Troy Gilmer,Wayne High School,"Huber Heights, OH",RB,66
Troy Russell,South Plainfield High School,"South Plainfield, NJ",OLB,66
Tyler Hamlin,Monarch High School,"Louisville, CO",OLB,66
Tyler Peschong,Marshalltown High School,"Marshalltown, IA",QB,66
Tyler Thomas,Jackson High School,"Jackson, MI",RB,66
Vinny Cortese,,"Stamford, CT",ILB(POST),66
Zach Gehab,Benson Polytech High School,"Portland, OR",ILB,66
A.J. Thompson,Kathleen High School,"Lakeland, FL",OG,67
Abe Markowitz,Punahou School,"Honolulu, HI",OG,67
Adam Robinson,Lincoln High School,"Des Moines, IA",RB,67
Alphonso Lewis,Altoona Area High School,"Altoona, PA",OLB,67
Andre Broadous,Grant High School,"Portland, OR",ATH,67
Andre Sterling,Farragut High School,"Knoxville, TN",RB,67
Anthony Brown,Terry High School,"Rosenberg, TX",ATH,67
Anthony Hooks,Brophy Prep School,"Phoenix, AZ",CB,67
Aramis Hillary,Thurmond High School,"Johnston, SC",QB,67
B.J. Hermsen,West Delaware County Comm. School,"Manchester, IA",QB,67
Ben Tedford,Columbine Senior High School,"Littleton, CO",DE,67
Bo Aycock,Memorial High School,"Houston, TX",S,67
Brad Curtis,San Clemente High School,"San Clemente, CA",QB,67
Brandon Drayton,Miami Northwestern High School,"Miami, FL",WR,67
Brandon Mingo,McKinley High School,"Canton, OH",CB,67
Brendton Williams,Withrow High School,"Cincinnati, OH",WR,67
Bret Jefcoat,Itawamba Agri High School,"Fulton, MS",QB,67
Calvin Brownridge,Paterson Catholic High School,"Paterson, NJ",CB,67
Cameron Horesky,Hoisington High School,"Hoisington, KS",ATH,67
Cameron Wagner,South Panola High School,"Batesville, MS",OG,67
Chad Sprayberry,Oak Forest High School,"Oak Forest, IL",ILB,67
Chris Potter,Oaks Christian High School,"Westlake Village, CA",WR,67
Chris Prom,Port Washington High School,"Port Washington, WI",TE,67
Colin Larmond,Morristown-Beard High School,"Morristown, NJ",WR,67
Colton Russi,Colfax High School,"Colfax, CA",ILB,67
Cory Cox,Blountstown High School,"Blountstown, FL",QB,67
Darin Tuttle,Oak Ridge High School,"El Dorado Hills, CA",TE,67
Darnell Sullivan,Varina High School,"Richmond, VA",ILB,67
Dawan Nolton,Irvington High School,"Irvington, NJ",ATH,67
Dayon Arrington,Hargrave Military Academy,"Silver Spring, MD",WR(POST),67
Delvin Hughes,Clewiston High School,"Clewiston, FL",DE,67
Evan Hunt,Flagler Palm Coast High School,"Bunnell, FL",OLB,67
Harold Moleni,Hunter High School,"West Valley City, UT",TE,67
Immanuel Satterwhite,Mount Tahoma High School,"Tacoma, WA",DE,67
J.D. Mason,Philipsburg-Osceola High School,"Philipsburg, PA",ATH,67
Jahleel Addae,Riverview High School,"Sarasota, FL",RB,67
Jarod Emerson,Cardinal Mooney High School,"Youngstown, OH",OG,67
Jatavious Miller,Pahokee High School,"Pahokee, FL",OLB,67
Jennings Stewart,Grants Pass High School,"Grants Pass, OR",TE,67
Joe Barker,Lawton-Chiles High School,"Tallahassee, FL",OG,67
John Killion,Fossil Ridge High School,"Keller, TX",QB,67
John Paul Alford,Kosciusko High School,"Kosciusko, MS",OC,67
Jordan Waiwaiole,Spring Lake Park High School,"Spring Lake Park, MN",DE,67
Justin Albert,Prattville High School,"Prattville, AL",RB,67
Kedrick Towles,Antioch High School,"Antioch, TN",OLB,67
Kevin Hendricks,Madison High School,"Madison, OH",OG,67
Kevin Spikes,W. W. Samuel High School,"Dallas, TX",ATH,67
Kory Larkin,South Oak Cliff High,"Dallas, TX",OG,67
Lamanski Ware,Lanett High School,"Lanett, AL",ATH,67
Lee Rose,Charlotte Christian School,"Charlotte, NC",FB,67
Logan Siska,Don Bosco High School,"Ramsey, NJ",DE,67
Lonnie Liggins,Hereford High School,"Hereford, MD",RB,67
Malcolm Piggott,Thomas Dale High School,"Chester, VA",OLB,67
Marquis Powell,Hamilton High School,"Hamilton, OH",WR,67
Matt Armstrong,Sexton High School,"Lansing, MI",OG,67
Matt Sprouse,Calvary Christian Academy,"Oakland Park, FL",OG,67
Matt Wakulchik,Hoover High School,"North Canton, OH",WR,67
Maurice Williams,Mar Vista High School,"Imperial Beach, CA",S,67
Max Savedra,Del Valle High School,"El Paso, TX",TE,67
Michael Brookmon,Charlotte Christian School,"Charlotte, NC",ILB,67
Michael Coates,Greenwood High School,"Greenwood, SC",ILB,67
Michael Matt,Jeannette High School,"Jeannette, PA",FB,67
Mike Gross,North Arlington High,"North Arlington, NJ",OT,67
Nick Ortiz,Manteca High School,"Manteca, CA",OLB,67
Peter Badovinac,Loyola Academy,"Wilmette, IL",QB,67
Phillip Barnett,Middletown High School,"Middletown, OH",WR,67
Phillip Silverstein,T. L. Hanna High School,"Anderson, SC",TE,67
Raphiel Lambert,Jesuit High School,"Portland, OR",ATH,67
Rodney Roane,Varina High School,"Richmond, VA",RB,67
Ronald Hobby,Gwynn Park High School,"Brandywine, MD",WR,67
Russell Ellington,Homewood-Flossmoor High School,"Homewood, IL",WR,67
Ryan Rau,Folsom High School,"Folsom, CA",ILB,67
Scott Byrd,Saint Paul's Episcopal School,"Mobile, AL",OC,67
Seta Pohahau,Aragon High School,"San Mateo, CA",RB,67
Siaki Cravens,Temecula Valley High School,"Temecula, CA",TE,67
Sione Mataele,o Alto High School,Pal,FB,67
Sonny Gray,Smyrna High School,"Smyrna, TN",QB,67
Steve Bigach,Saint Ignatius High School,"Cleveland, OH",ILB,67
Steven Jackson,Chandler High School,"Chandler, AZ",RB,67
T.J. McDuffie,,"Buffalo, NY",RB(POST),67
Trent Mackey,Carencro High School,"Lafayette, LA",ILB,67
Tyron Harris,Lindenwold High School,"Lindenwold, NJ",WR,67
Wesley Fletcher,Valencia High School,"Placentia, CA",RB,67
Weston Peiffer,Chaska High School,"Chaska, MN",ILB,67
William Washington,Holy Spirit High School,"Absecon, NJ",RB,67
Willie Pitts,Vanden High School,"Vacaville, CA",RB,67
Aaron Huck,Oak Grove High School,"San Jose, CA",OG,68
Adrian Delgado,Robert E. Lee High School,"San Antonio, TX",OG,68
Alex Bair,Foothill High School,"Henderson, NV",OT,68
Alex Kelly,Rocky Mountain High School,"Fort Collins, CO",QB,68
Anthony Witherspoon,Malvern High School,"Malvern, AR",QB,68
Ben Durbin,Gilbert High School,"Gilbert, IA",ILB,68
Blake Jordan,John L. McClellan High School,"Little Rock, AR",OG,68
Bob Beard,East Central High School,"Tulsa, OK",DE,68
Bobby Gaiton,Ambridge Area High School,"Ambridge, PA",S,68
Brent Aaron,Hamilton High School,"Sussex, WI",DT,68
Brett Nagel,Lemont High School,"Lemont, IL",OLB,68
Brian Gaiters,Zanesville High School,"Zanesville, OH",RB,68
Bruce Parker,Sandusky High School,"Sandusky, OH",DE,68
Cannon Smith,Hargrave Military Academy,"Olive Branch, MS",QB(POST),68
Carlin Landingham,Muskegon High School,"Muskegon, MI",OG,68
Carlos Anderson,Blue Springs High School,"Blue Springs, MO",RB,68
Celester Barnes,Montclair High School,"Montclair, NJ",ILB,68
Chance Boone,Elizabethtown High School,"Elizabethtown, KY",TE,68
Chance Willard,Rockwall High School,"Rockwall, TX",OC,68
Charles McCree,De La Salle High School,"Minneapolis, MN",S,68
Chester Wooler,Gahr High School,"Cerritos, CA",OLB,68
Chris Drago,Notre Dame High,"Lawrenceville, NJ",ILB,68
Chris McDonald,Henry Ford II High School,"Sterling Heights, MI",TE,68
Dan Fitzsimmons,Hunterdon Central High School,"Flemington, NJ",OLB,68
Darryl Farley,Grady High School,"Atlanta, GA",ILB,68
David Gory,California High School,"San Ramon, CA",TE,68
Dennis Kelly,Marian Catholic High School,"Chicago, IL",TE,68
Derek Winter,Plant Senior High School,"Tampa, FL",WR,68
Derrick Overholt,Polk County High School,"Columbus, NC",ATH,68
Devon Benjamin,De La Salle High School,"Minneapolis, MN",OG,68
Douglas Spacht,Long Beach Polytechnic High School,"Long Beach, CA",OG,68
Drew Uperusa,Punahou School,"Honolulu, HI",OT(LQ),68
E.J. Fields,Frankfort High School,"Frankfort, KY",ATH,68
Ethan Davis,Grapevine High School,"Grapevine, TX",OLB,68
Franklin Brown,Booker T. Washington High School,"Miami, FL",OLB,68
Garrick Smitherman,Midlothian High School,"Midlothian, TX",OG,68
Gavin Roberts,Franklin High School,"Somerset, NJ",S,68
Ian Rosario,Chugiak High School,"Chugiak, AK",OT,68
Jack Crawford,Saint Augustine Prep School,"Richland, NJ",TE,68
Jack Sula,Carson High School,"Carson, CA",RB,68
Jake Ryan,Knoxville West High School,"Knoxville, TN",QB,68
Jared Ferguson,Monroe High School,"Monroe, OH",FB,68
Jeremiah Ostrowski,Punahou School,"Honolulu, HI",WR(LQ),68
Jon Orr,Maquoketa Valley High School,"Delhi, IA",OC,68
Josh Newman,Northmont Senior High School,"Clayton, OH",ILB,68
Josh Perez,Giles County High School,"Pulaski, TN",RB,68
Joshua Price,Terry Parker High School,"Jacksonville, FL",S,68
Lamar Brown,Jefferson County High School,"Louisville, GA",RB,68
LaQuan James,Cicero-North Syracuse High,"Cicero, NY",ATH,68
Larry Black,Wyoming High School,"Wyoming, OH",OG,68
Lepon Mamea,Lincoln High School,"Tacoma, WA",DT,68
Logan Mullins,Grapevine High School,"Grapevine, TX",OLB,68
Marcus Turner,Juan Rodriguez Cabrillo High School,"Long Beach, CA",CB,68
Mike MacGillivray,De La Salle High School,"Concord, CA",QB,68
Nicholas Speller,Edmondson-Westside High School,"Baltimore, MD",OT,68
Nick Womack,St. Peter Chanel High School,"Bedford, OH",OLB,68
Nico Watson,Putnam City High School,"Oklahoma City, OK",S,68
Richard Sumlin,Medina Senior High School,"Medina, OH",DE,68
Ricky Kyles,Stonewall Jackson High School,"Manassas, VA",OLB,68
Romale Tucker,Milford Academy,"Washington, DC",DE(POST),68
Ruben Martinez,Los Alamos High School,"Los Alamos, NM",RB,68
Ryan Smoot,Columbus Africentric High School,"Columbus, OH",S,68
Scott Burgett,Centennial High School,"Peoria, AZ",QB,68
Simanu Ta'a,Auburn-Riverside High School,"Auburn, WA",DT,68
Simpson Miller,Chesterfield High School,"Chesterfield, SC",RB,68
Solomon Martin,Franklin High School,"Stockton, CA",RB,68
Steve Lane,Bridgeton High School,"Bridgeton, NJ",OG,68
Tahron Green,Montclair High School,"Montclair, NJ",OLB,68
Taylor Rice,Dublin Scioto High School,"Dublin, OH",RB,68
Ted Honaker,Pikeville High School,"Pikeville, KY",OLB,68
Terrence Bobo,Atkins High School,"Atkins, AR",ATH,68
Trent Hunter,Katy High School,"Katy, TX",CB,68
Tyler Massey,Baylor School,"Chattanooga, TN",OLB,68
Vince Ewing,Carlsbad High School,"Carlsbad, CA",S,68
Will Pericak,Boulder High School,"Boulder, CO",ILB,68
Zach Hurtt,Highlands High School,"Fort Thomas, KY",ILB,68
Zach Wilson,Blue Springs South High School,"Blue Springs, MO",OG,68
Aaron Sawyer,Shawnee Mission North High School,"Shawnee Mission, KS",ATH,69
Adam Smith,Blackman High School,"Murfreesboro, TN",OG,69
Alphonso Griffin,Harrison High School,"Kennesaw, GA",ATH,69
Andrew Phelan,Lakota West High School,"West Chester, OH",OG,69
Andy Cruse,Turpin High School,"Cincinnati, OH",WR,69
Anthony Timmerman,Crater High School,"Central Point, OR",OG,69
Austin Fletcher,St. Anthony's High School,"Melville, NY",OC,69
Austin Holtz,Holt High School,"Holt, MI",OT,69
Blake Gunderson,Rockwall-Heath High School,"Rockwall, TX",OC,69
Brandon Rogers,Tulsa Union High School,"Tulsa, OK",QB,69
Briggs Orsbon,Crestview High School,"Convoy, OH",ATH,69
Brock Stringham,Mountain Vista High School,"Highlands Ranch, CO",OT,69
Cameron Kaufhold,Friendswood High School,"Friendswood, TX",OT,69
Camerron Cheatham,Kalamazoo Central High School,"Kalamazoo, MI",RB,69
Christian Hanna,Benedictine High School,"Cleveland, OH",TE,69
Coleman McArthur,Buckeye Union High School,"Buckeye, AZ",TE,69
Cornelius Buford,Los Osos High School,"Rancho Cucamonga, CA",DE,69
David Kruger,Timpanogos High School,"Orem, UT",DT,69
Devin Combs,Oakdale High School,"Oakdale, CA",QB,69
Dexter Heyman,Louisville Male High School,"Louisville, KY",OLB,69
Donald Toldson,East Ridge High School,"Clermont, FL",WR,69
Donnel Engram,Tarpon Springs High School,"Tarpon Springs, FL",DE,69
Drew Cole,Picayune Memorial High School,"Picayune, MS",S,69
Dwayne Beckford,Irvington High School,"Irvington, NJ",OLB,69
Eldred Richards,West Windsor - Plainsboro H.S. South,"Princeton Junction, NJ",OG,69
Elliot Harper,Hamilton High School,"Chandler, AZ",ILB,69
Evan Love,Scripps Ranch High School,"San Diego, CA",S,69
Freddie King,Memorial High School,"Port Arthur, TX",WR,69
George Morales,Mojave High School,"North Las Vegas, NV",OC,69
Grady Spidell,North High School,"Akron, OH",DT,69
Harry Reddick,Madison County High,"Madison, FL",FB,69
Ike Washington,Trotwood-Madison High School,"Trotwood, OH",ILB,69
Israel Escoe,Guthrie High School,"Guthrie, OK",CB,69
Jamere Hogue,Morristown-Hamblen West High School,"Morristown, TN",S,69
James Fry,Smithson Valley High School,"Spring Branch, TX",OC,69
Jerel Worthy,Wayne High School,"Huber Heights, OH",DT,69
Jerome Williams,Holy Cross High School,"Delran, NJ",DE,69
Jonathan Wilson,South Panola High School,"Batesville, MS",OC,69
Jonathon Grimes,Paul VI High School,"Haddonfield, NJ",RB,69
Jordan Tassio,Naperville North High School,"Naperville, IL",ATH,69
Justin Green,Palm Beach Gardens High School,"West Palm Beach, FL",OG,69
Kalif King,Cherry Hill High School East,"Cherry Hill, NJ",OG,69
Kevin Bills,Timpview High School,"Provo, UT",DE,69
Kyle Hoke,Clements High School,"Sugar Land, TX",OLB,69
Lamont Enyard,Oceanside High School,"Oceanside, CA",WR,69
Lane Taylor,Martin High School,"Arlington, TX",OG,69
Logan Shultz,Gettysburg High School,"Orrtanna, PA",OG,69
Luke Caldwell,John T. Hoggard High School,"Wilmington, NC",WR,69
Luke Stansfield,Ravenwood High School,"Brentwood, TN",OG,69
Marcell Rose,Cypress Creek High School,"Orlando, FL",ATH,69
Marquis Hamm,New Brunswick High,"New Brunswick, NJ",DE,69
Matt Birkeness,Columbine Senior High School,"Little Rock, CO",TE,69
Matthew Gordon,Briarwood Christian School,"Birmingham, AL",S,69
Michael Green,Seagoville High School,"Dallas, TX",OG,69
Mike Murphy,Toms River East High School,"Toms River, NJ",OC,69
Mike Scott,Palo Alto High School,"Palo Alto, CA",WR,69
Nicco Jones,Fairley High School,"Memphis, TN",FB,69
Oluwashola Omisanya,Deer Park High School,"Deer Park, TX",WR,69
Patrick Omameh,Saint Francis De Sales High School,"Columbus, OH",OT,69
Ray Kibble,Hastings High School,"Houston, TX",DT,69
Reggie Comeaux,Washington High School,"Massillon, OH",OG,69
Ricky Johnson,Long Beach Polytechnic High School,"Long Beach, CA",RB,69
Ross Williams,Mission Viejo High School,"Mission Viejo, CA",DE,69
Sancho McDonald,Booker T. Washington High School,"Miami, FL",QB,69
Sione Moala,Grant High School,"Sacramento, CA",DE,69
T.Y. Faamu,Aragon High School,"San Mateo, CA",OC,69
Taylor Allen,The Lamar School,"Meridian, MS",OLB,69
Thaddeus Brown,Notre Dame High School,"Sherman Oaks, CA",RB,69
Thomas Schaefer,Robinson Secondary School,"Fairfax, VA",DE,69
Tom Secky,Maple Grove High,"Bemus Point, NY",QB,69
Travis Lilienthal,Riverdale High School,"Murfreesboro, TN",OC,69
Travis Poston,Hatboro Horsham High School,"Horsham, PA",OT,69
Trevor Walls,Waverly High School,"Waverly, OH",QB,69
Trey Fulcher,East Carteret High School,"Beaufort, NC",ATH,69
Vinard Winton,Houston High School,"Germantown, TN",DE,69
Vinson Givans,Cambridge Rindge & Latin School,"Cambridge, MA",OLB,69
Will Martin,Holy Spirit High School,"Absecon, NJ",OG,69
Anthony Weather,Warren Central High School,"Indianapolis, IN",OLB,70
Beau Illikainen,Wayzata High School,"Plymouth, MN",DE,70
Ben Hyder,Pickens High School,"Pickens, SC",OG,70
Blake Matthews,Osbourn Senior High School,"Manassas, VA",DT,70
Brad Bednar,Mentor High School,"Mentor, OH",OT,70
Brad Leestma,Start High School,"Toledo, OH",QB,70
