Name,High School Attended,Hometown,Position,Rating
David Gory,California High School,"San Ramon, CA",TE,68
Douglas Spacht,Long Beach Polytechnic High School,"Long Beach, CA",OG,68
Larry Black,Wyoming High School,"Wyoming, OH",OG,68
Chris McDonald,Henry Ford II High School,"Sterling Heights, MI",TE,68
Ruben Martinez,Los Alamos High School,"Los Alamos, NM",RB,68
Carlin Landingham,Muskegon High School,"Muskegon, MI",OG,68
Brett Nagel,Lemont High School,"Lemont, IL",OLB,68
Jack Crawford,Saint Augustine Prep School,"Richland, NJ",TE,68
Gavin Roberts,Franklin High School,"Somerset, NJ",S,68
Marcus Turner,Juan Rodriguez Cabrillo High School,"Long Beach, CA",CB,68
Scott Burgett,Centennial High School,"Peoria, AZ",QB,68
Romale Tucker,Milford Academy,"Washington, DC",DE(POST),68
Nicholas Speller,Edmondson-Westside High School,"Baltimore, MD",OT,68
Trent Hunter,Katy High School,"Katy, TX",CB,68
Darryl Farley,Grady High School,"Atlanta, GA",ILB,68
R.J. Young,DeSoto High School,"DeSoto, TX",OLB,68
Will Pericak,Boulder High School,"Boulder, CO",ILB,68
Vince Ewing,Carlsbad High School,"Carlsbad, CA",S,68
Drew Uperusa,Punahou School,"Honolulu, HI",OT(LQ),68
Jeremiah Ostrowski,Punahou School,"Honolulu, HI",WR(LQ),68
E.J. Fields,Frankfort High School,"Frankfort, KY",ATH,68
Cannon Smith,Hargrave Military Academy,"Olive Branch, MS",QB(POST),68
Aaron Huck,Oak Grove High School,"San Jose, CA",OG,68
Carlos Anderson,Blue Springs High School,"Blue Springs, MO",RB,68
Nico Watson,Putnam City High School,"Oklahoma City, OK",S,68
Ben Durbin,Gilbert High School,"Gilbert, IA",ILB,68
Joshua Price,Terry Parker High School,"Jacksonville, FL",S,68
Corwin Hicks,Cedar Hill High School,"Cedar Hill, TX",OLB,68
Dennis Kelly,Marian Catholic High School,"Chicago, IL",TE,68
Brent Aaron,Hamilton High School,"Sussex, WI",DT,68
Nick Womack,St. Peter Chanel High School,"Bedford, OH",OLB,68
Josh Perez,Giles County High School,"Pulaski, TN",RB,68
Tyler Massey,Baylor School,"Chattanooga, TN",OLB,68
Dan Fitzsimmons,Hunterdon Central High School,"Flemington, NJ",OLB,68
Jared Ferguson,Monroe High School,"Monroe, OH",FB,68
Chris Drago,Notre Dame High,"Lawrenceville, NJ",ILB,68
Chance Willard,Rockwall High School,"Rockwall, TX",OC,68
Lepon Mamea,Lincoln High School,"Tacoma, WA",DT,68
Terrence Bobo,Atkins High School,"Atkins, AR",ATH,68
Solomon Martin,Franklin High School,"Stockton, CA",RB,68
LaQuan James,Cicero-North Syracuse High,"Cicero, NY",ATH,68
Steve Lane,Bridgeton High School,"Bridgeton, NJ",OG,68
Celester Barnes,Montclair High School,"Montclair, NJ",ILB,68
Logan Mullins,Grapevine High School,"Grapevine, TX",OLB,68
Lamar Brown,Jefferson County High School,"Louisville, GA",RB,68
Taylor Rice,Dublin Scioto High School,"Dublin, OH",RB,68
Ted Honaker,Pikeville High School,"Pikeville, KY",OLB,68
Bob Beard,East Central High School,"Tulsa, OK",DE,68
Chester Wooler,Gahr High School,"Cerritos, CA",OLB,68
Zach Wilson,Blue Springs South High School,"Blue Springs, MO",OG,68
Mike MacGillivray,De La Salle High School,"Concord, CA",QB,68
Charles McCree,De La Salle High School,"Minneapolis, MN",S,68
Ryan Smoot,Columbus Africentric High School,"Columbus, OH",S,68
Simpson Miller,Chesterfield High School,"Chesterfield, SC",RB,68
Ethan Davis,Grapevine High School,"Grapevine, TX",OLB,68
Ian Rosario,Chugiak High School,"Chugiak, AK",OT,68
Jake Ryan,Knoxville West High School,"Knoxville, TN",QB,68
Blake Jordan,John L. McClellan High School,"Little Rock, AR",OG,68
Bobby Gaiton,Ambridge Area High School,"Ambridge, PA",S,68
Alex Bair,Foothill High School,"Henderson, NV",OT,68
Zach Hurtt,Highlands High School,"Fort Thomas, KY",ILB,68
Josh Newman,Northmont Senior High School,"Clayton, OH",ILB,68
Jon Orr,Maquoketa Valley High School,"Delhi, IA",OC,68
Ricky Kyles,Stonewall Jackson High School,"Manassas, VA",OLB,68
Devon Benjamin,De La Salle High School,"Minneapolis, MN",OG,68
Adrian Delgado,Robert E. Lee High School,"San Antonio, TX",OG,68
Anthony Witherspoon,Malvern High School,"Malvern, AR",QB,68
Simanu Ta'a,Auburn-Riverside High School,"Auburn, WA",DT,68
Brian Gaiters,Zanesville High School,"Zanesville, OH",RB,68
Tahron Green,Montclair High School,"Montclair, NJ",OLB,68
Richard Sumlin,Medina Senior High School,"Medina, OH",DE,68
Chance Boone,Elizabethtown High School,"Elizabethtown, KY",TE,68
Derrick Overholt,Polk County High School,"Columbus, NC",ATH,68
Garrick Smitherman,Midlothian High School,"Midlothian, TX",OG,68
Bruce Parker,Sandusky High School,"Sandusky, OH",DE,68
Spencer Otto,Hendrickson High School,"Pflugerville, TX",QB,68
Luis Mcleod,Eastside High School,"Gainesville, FL",OG,68
Chris Potter,Oaks Christian High School,"Westlake Village, CA",WR,67
Raphiel Lambert,Jesuit High School,"Portland, OR",ATH,67
Colin Larmond,Morristown-Beard High School,"Morristown, NJ",WR,67
Seta Pohahau,Aragon High School,"San Mateo, CA",RB,67
Andre Broadous,Grant High School,"Portland, OR",ATH,67
Jahleel Addae,Riverview High School,"Sarasota, FL",RB,67
Ben Tedford,Columbine Senior High School,"Littleton, CO",DE,67
Trent Mackey,Carencro High School,"Lafayette, LA",ILB,67
Dayon Arrington,Hargrave Military Academy,"Silver Spring, MD",WR(POST),67
J.B. Shippy,Gaffney High School,"Gaffney, SC",OLB,67
A.J. Thompson,Kathleen High School,"Lakeland, FL",OG,67
John Paul Alford,Kosciusko High School,"Kosciusko, MS",OC,67
Alphonso Lewis,Altoona Area High School,"Altoona, PA",OLB,67
Colton Russi,Colfax High School,"Colfax, CA",ILB,67
Ryan Rau,Folsom High School,"Folsom, CA",ILB,67
Cole Beasley,Little Elm High School,"Little Elm, TX",QB,67
Lamanski Ware,Lanett High School,"Lanett, AL",ATH,67
Russell Ellington,Homewood-Flossmoor High School,"Homewood, IL",WR,67
Steve Bigach,Saint Ignatius High School,"Cleveland, OH",ILB,67
Jewel Hampton,Warren Central High School,"Indianapolis, IN",RB,67
Michael Matt,Jeannette High School,"Jeannette, PA",FB,67
Andre Sterling,Farragut High School,"Knoxville, TN",RB,67
Anthony Hooks,Brophy Prep School,"Phoenix, AZ",CB,67
Ronald Hobby,Gwynn Park High School,"Brandywine, MD",WR,67
Lee Rose,Charlotte Christian School,"Charlotte, NC",FB,67
Aramis Hillary,Thurmond High School,"Johnston, SC",QB,67
Bret Jefcoat,Itawamba Agri High School,"Fulton, MS",QB,67
Max Savedra,Del Valle High School,"El Paso, TX",TE,67
Marquis Powell,Hamilton High School,"Hamilton, OH",WR,67
Phillip Barnett,Middletown High School,"Middletown, OH",WR,67
Siaki Cravens,Temecula Valley High School,"Temecula, CA",TE,67
Harold Moleni,Hunter High School,"West Valley City, UT",TE,67
Jatavious Miller,Pahokee High School,"Pahokee, FL",OLB,67
Chris Prom,Port Washington High School,"Port Washington, WI",TE,67
Weston Peiffer,Chaska High School,"Chaska, MN",ILB,67
Chad Sprayberry,Oak Forest High School,"Oak Forest, IL",ILB,67
Adam Robinson,Lincoln High School,"Des Moines, IA",RB,67
Willie Argo,Assumption High School,"Davenport, IA",RB,67
Delvin Hughes,Clewiston High School,"Clewiston, FL",DE,67
Maurice Williams,Mar Vista High School,"Imperial Beach, CA",S,67
Cory Cox,Blountstown High School,"Blountstown, FL",QB,67
Jordan Waiwaiole,Spring Lake Park High School,"Spring Lake Park, MN",DE,67
John Killion,Fossil Ridge High School,"Keller, TX",QB,67
Scott Byrd,Saint Paul's Episcopal School,"Mobile, AL",OC,67
Darnell Sullivan,Varina High School,"Richmond, VA",ILB,67
Peter Badovinac,Loyola Academy,"Wilmette, IL",QB,67
Calvin Brownridge,Paterson Catholic High School,"Paterson, NJ",CB,67
Sonny Gray,Smyrna High School,"Smyrna, TN",QB,67
Kedrick Towles,Antioch High School,"Antioch, TN",OLB,67
Wesley Fletcher,Valencia High School,"Placentia, CA",RB,67
Rodney Roane,Varina High School,"Richmond, VA",RB,67
Abe Markowitz,Punahou School,"Honolulu, HI",OG,67
T.J. McDuffie,,"Buffalo, NY",RB(POST),67
T.J. Cowart,Ocean Lakes High School,"Virginia Beach, VA",ATH,67
Dawan Nolton,Irvington High School,"Irvington, NJ",ATH,67
Matt Sprouse,Calvary Christian Academy,"Oakland Park, FL",OG,67
Evan Hunt,Flagler Palm Coast High School,"Bunnell, FL",OLB,67
Darin Tuttle,Oak Ridge High School,"El Dorado Hills, CA",TE,67
Brandon Mingo,McKinley High School,"Canton, OH",CB,67
Willie Pitts,Vanden High School,"Vacaville, CA",RB,67
Phillip Silverstein,T. L. Hanna High School,"Anderson, SC",TE,67
William Washington,Holy Spirit High School,"Absecon, NJ",RB,67
Mike Gross,North Arlington High,"North Arlington, NJ",OT,67
Brad Curtis,San Clemente High School,"San Clemente, CA",QB,67
B.J. Hermsen,West Delaware County Comm. School,"Manchester, IA",QB,67
Lonnie Liggins,Hereford High School,"Hereford, MD",RB,67
Tyron Harris,Lindenwold High School,"Lindenwold, NJ",WR,67
Michael Coates,Greenwood High School,"Greenwood, SC",ILB,67
Jarod Emerson,Cardinal Mooney High School,"Youngstown, OH",OG,67
Nick Ortiz,Manteca High School,"Manteca, CA",OLB,67
Immanuel Satterwhite,Mount Tahoma High School,"Tacoma, WA",DE,67
Joe Barker,Lawton-Chiles High School,"Tallahassee, FL",OG,67
Kevin Spikes,W. W. Samuel High School,"Dallas, TX",ATH,67
Kevin Hendricks,Madison High School,"Madison, OH",OG,67
Kory Larkin,South Oak Cliff High,"Dallas, TX",OG,67
Jennings Stewart,Grants Pass High School,"Grants Pass, OR",TE,67
Anthony Brown,Terry High School,"Rosenberg, TX",ATH,67
Brendton Williams,Withrow High School,"Cincinnati, OH",WR,67
Logan Siska,Don Bosco High School,"Ramsey, NJ",DE,67
Matt Wakulchik,Hoover High School,"North Canton, OH",WR,67
J.D. Mason,Philipsburg-Osceola High School,"Philipsburg, PA",ATH,67
Steven Jackson,Chandler High School,"Chandler, AZ",RB,67
Matt Armstrong,Sexton High School,"Lansing, MI",OG,67
Sione Mataele,o Alto High School,Pal,FB,67
Cameron Wagner,South Panola High School,"Batesville, MS",OG,67
Cameron Horesky,Hoisington High School,"Hoisington, KS",ATH,67
Justin Albert,Prattville High School,"Prattville, AL",RB,67
Michael Brookmon,Charlotte Christian School,"Charlotte, NC",ILB,67
Malcolm Piggott,Thomas Dale High School,"Chester, VA",OLB,67
Bo Aycock,Memorial High School,"Houston, TX",S,67
Brandon Drayton,Miami Northwestern High School,"Miami, FL",WR,67
Jefferson Court,Alta High School,"Sandy, UT",OLB,67
Chris Dunning,Pine Forest High School,"Pensacola, FL",OG,67
Dwayne Fells,Fullerton High School,"Fullerton, CA",TE,67
Joshua Smith,Withrow High School,"Cincinnati, OH",S,66
Alex Pattee,Hollywood Hills High School,"Hollywood, FL",OLB,66
Dominique Vinson,Edison High School,"Huntington Beach, CA",WR,66
Neal Muradymov,Paint Branch High School,"Burtonsville, MD",OT,66
Doug Reynolds,Colerain High School,"Cincinnati, OH",QB,66
Tyler Thomas,Jackson High School,"Jackson, MI",RB,66
Mick Mentzer,Bishop Dwenger High School,"Fort Wayne, IN",DT,66
Kenny Session,East Central High School,"Tulsa, OK",RB,66
Jawan Carson,Marist High School,"Bayonne, NJ",RB,66
Josh McWherter,Fort Campbell High School,"Fort Campbell, KY",ILB,66
Nick Kalpin,Los Gatos High School,"Los Gatos, CA",ILB,66
Michael Patterson,Rockwall High School,"Rockwall, TX",ATH,66
Ryan Otten,Del Oro High School,"Loomis, CA",TE,66
Raymond Rodriguez,Los Altos High School,"Hacienda Heights, CA",TE,66
Sam Shutt,Hardin County High School,"Savannah, TN",ATH,66
Scott Pettigrew,Independence High School,"Franklin, TN",FB,66
Troy Gilmer,Wayne High School,"Huber Heights, OH",RB,66
Joseph Washington,A. A. Stagg High School,"Stockton, CA",WR,66
Paul Vigo,New Brunswick High,"New Brunswick, NJ",ATH,66
Kris Johnston,Texas City High School,"Texas City, TX",S,66
Keavon Milton,Canton High School,"Canton, TX",OT,66
Stephon Ball,Saint Xavier High School,"Cincinnati, OH",WR,66
Korey Jarka,Fort Bend Baptist Academy,"Fort Bend, TX",OLB,66
Darius Reeves,Lincoln High School,"Gahanna, OH",CB,66
Johri Fogerson,O'Dea High School,"Seattle, WA",OLB,66
Quinn Garner,Santa Cruz High School,"Santa Cruz, CA",DE,66
Oscar Molina,Baldwin Park High School,"Baldwin Park, CA",DE,66
Louis Bland,Central Catholic High School,"Modesto, CA",RB,66
Bryan Youman,East Ridge High School,"Clermont, FL",WR,66
Allen Smith,W. J. Keenan High School,"Columbia, SC",DE,66
Jeff McVaney,Strake Jesuit College Prep,"Houston, TX",ILB,66
Bryan Berens,Brophy Prep School,"Scottsdale, AZ",QB,66
Bernard Griffin,Compton High School,"Compton, CA",S,66
Erron Banks,Bound Brook High School,"Bound Brook, NJ",WR,66
Luke Stein,Highlands High School,"Fort Thomas, KY",ILB,66
Caleb Mitchell,Russellville High School,"Russellville, AL",ATH,66
David Glunt,Hollidaysburg Area High School,"Hollidaysburg, PA",FB,66
Bryon King,Kingsway High School,"Woolwick Township, NJ",ATH,66
Eric Hicks,Norco Senior High School,"Norco, CA",OLB,66
Richard Cunningham,Nottingham High School,"Trenton, NJ",DT,66
Lance Straughters,Connellsville High School,"Connellsville, PA",ATH,66
Beau Gardner,Mesa High School,"Mesa, AZ",TE,66
Alex Alsop,Gainesville High School,"Gainesville, FL",WR,66
Brian Echols,Hamady High School,"Flint, MI",WR,66
Adonis Adonakis,Walled Lake Central High School,"Walled Lake, MI",ILB,66
Nathan King,West Delaware County Comm. School,"Manchester, IA",OC,66
Jamal Pannell,Liberty Christian Academy,"Lynchburg, VA",RB,66
Justin McKillop,Saugus High School,"Saugus, CA",OLB,66
Damon Campbell,Wisconsin Lutheran High School,"Milwaukee, WI",OLB,66
Taylor Johnson,Bartram Trail High School,"Jacksonville, FL",RB,66
Tiquan Tucker,Paterson Catholic High School,"Paterson, NJ",ATH,66
Emmett Lydon,Saint Ignatius High School,"Cleveland, OH",ILB,66
Shawn Wyatt,Smithson Valley High School,"Spring Branch, TX",OG,66
Pierre Desir,Francis Howell Central High School,"Saint Louis, MO",ATH,66
Jake Croom,Citronelle High School,"Citronelle, AL",WR,66
Alex Melson,Grant High School,"Portland, OR",OLB,66
Jeremy Randle,De La Salle High School,"Minneapolis, MN",RB,66
Ryan Terrell,Ocoee High School,"Ocoee, FL",RB,66
Nick Zissimos,Broomfield Senior High School,"Broomfield, CO",OLB,66
Alex Gedeon,Hudson High School,"Hudson, OH",ILB,66
Casey McGurdy,Tokay High School,"Lodi, CA",QB,66
Tomisi Unga,Woodrow Wilson High School,"Tacoma, WA",OLB,66
Luke Cometti,West Genesee Senior High School,"Camillus, NY",TE,66
Phil Morman,Cresskill High School,"Cresskill, NJ",ILB,66
Na'Ron Goddard,Paul L. Dunbar High School,"Dayton, OH",WR,66
Kurtis Medeiros,Abington Heights High School,"Clarks Summit, PA",S,66
Joey Searson,Carlsbad High School,"Carlsbad, CA",ILB,66
Tyler Peschong,Marshalltown High School,"Marshalltown, IA",QB,66
Christopher Gordon,Coral Gables High School,"Coral Gables, FL",WR,66
Darelle Nash,Houston High School,"Germantown, TN",ILB,66
Brandon Turner,Kentridge High School,"Kent, WA",WR,66
Adam Currie,Evangelical Christian School,"Cordova, TN",QB,66
Chris Gray,LaVergne High School,"LaVergne, TN",WR,66
Eric Hitch,First Colonial High School,"Virginia Beach, VA",FB,66
Austin Hill,Los Alamitos High School,"Los Alamitos, CA",OT,66
Nick Shurtleff,Saint Ignatius High School,"Cleveland, OH",WR,66
Lou Gelsomini,Timber Creek Regional High School,"Erial, NJ",QB,66
Cameron Wright,Ralston Valley High School,"Arvada, CO",QB,66
Raynell Brown,Fredrick Douglas High School,"Detroit, MI",DT,66
Fidel Cooper,Paterson Catholic High School,"Paterson, NJ",RB,66
Nick Mistretta,Don Bosco High School,"Ramsey, NJ",OLB,66
Chad Keppler,Ellet High School,"Akron, OH",QB,66
Tyler Hamlin,Monarch High School,"Louisville, CO",OLB,66
Charles Rancifer,Brookhaven High School,"Brookhaven, MS",QB,66
Zach Gehab,Benson Polytech High School,"Portland, OR",ILB,66
Harry Kehs,James Madison High School,"Vienna, VA",TE,66
Joseph Gray,McClymonds High School,"Oakland, CA",WR,66
Andrew Abbott,Mater Dei High School,"Santa Ana, CA",CB,66
Dante Strickland,Blue Springs South High School,"Blue Springs, KS",CB,66
Mike Salopek,Norwin Senior High School,"North Huntingdon, PA",WR,66
Aubrey Haynes,Diamond Ranch High School,"Pomona, CA",RB,66
Danny Hagee,Kings High School,"Kings Mills, OH",DE,66
Troy Russell,South Plainfield High School,"South Plainfield, NJ",OLB,66
Bill Hall,Uniontown High School,"Uniontown, PA",OT,66
John Grizzard,East Wake High School,"Wendell, NC",S,66
Dominique Moe,Timpview High School,"Provo, UT",OLB,66
A.J. Miller,Mansfield High School,"Mansfield, TX",CB,66
Lucious Lee,Baker County High School,"Glen Saint Mary, FL",RB,66
Vinny Cortese,,"Stamford, CT",ILB(POST),66
Chad Davis,Palma High School,"Salinas, CA",ILB,66
Ashton Burno,Susquehanna Township High School,"Harrisburg, PA",OLB,66
Michael Roberts,Ada High School,"Ada, OK",ATH,66
Nate Sawin,Tahoma High School,"Kent, WA",OT,66
Markell Rice,New Rochelle High School,"New Rochelle, NY",RB,66
Lee Garrett,Mount Eden High School,"Hayward, CA",RB,66
Brandon Green,Rainier Beach High School,"Seattle, WA",OLB,66
Josh Hicks,,"Cedar Hill, TX",RB(POST),66
Raymond Gordon,Venice High School,"Los Angeles, CA",ILB,66
Shawn Stockton,Joel E. Ferris High School,"Spokane, WA",S,66
Nevin Gardiner,Oak Grove High School,"San Jose, CA",RB,66
Nick Rosato,California High School,"San Ramon, CA",OLB,66
Russell Lewis,Glades Central High School,"Belle Glade, FL",OLB,66
Darryl Stinson,Jackson High School,"Jackson, MI",OLB,65
Ja'Rodd Watson,La Jolla High School,"La Jolla, CA",FB,65
Patrick Kurunwune,L. C. Anderson High School,"Austin, TX",RB,65
Corey Brown,Troy High School,"Troy, OH",RB,65
Jamir Livingston,Saint Joseph's Prep School,"Philadelphia, PA",RB,65
Damion Whittington,Norco Senior High School,"Norco, CA",OLB,65
Robert Akeo-Orr,Bethel High School,"Spanaway, WA",WR,65
Tony Zaccarelli,Westlake High School,"Waldorf, MD",TE,65
Colton Floyd,McKinney North High School,"McKinney, TX",OLB,65
Marcus McGraw,Bowie High School,"Arlington, TX",OLB,65
Draylon Booker,Conroe High School,"Conroe, TX",RB,65
Mike Cummings,Chaparral High School,"Scottsdale, AZ",WR,65
Beau Orth,Bishop Gorman High School,"Las Vegas, NV",WR,65
Jarred Holley,Easton High School,"Easton, PA",WR,65
Dex Jones,Montini Catholic High School,"Lombard, IL",OLB,65
Brandon Ribble,Ralston Valley High School,"Arvada, CO",WR,65
Jay Matthews,Lake Oswego High School,"Lake Oswego, OR",S,65
Alan Williams,Marshall County High School,"Benton, KY",RB,65
Isiah Jackson,Conway High School,"Conway, AR",ATH,65
Ryan Panapa,Saint Bonaventure High School,"Ventura, CA",ILB,65
Tom Lilja,Lincoln-Way East High School,"Frankfort, IL",ILB,65
Simmie Yarborough,Brookhaven High School,"Brookhaven, MS",WR,65
Mark Hogan,Lincoln-Sudbury Regional High Sch.,"Sudbury, MA",ATH,65
Brad Graham,Katy High School,"Katy, TX",OLB,65
Tahj Paden,Nottingham High School,"Nottingham, NJ",OLB,65
David Giese,Saint Patrick High School,"Chicago, IL",OLB,65
Chris Crawford,Muskegon High School,"Muskegon, MI",ATH,65
Tim Kamczyc,Strongsville High School,"Strongsville, OH",QB,65
D'Angelo Butler,Cheyenne High School,"North Las Vegas, NV",OLB,65
Keion Wade,East Orange Campus High School,"East Orange, NJ",RB,65
Steve Aborn,Milton Academy,"Milton, MA",TE,65
Howard Drake,Euclid Senior High School,"Euclid, OH",QB,65
Nick Bradford,Mooresville High School,"Mooresville, IN",FB,65
Jon Tanis,Hudsonville High School,"Hudsonville, MI",CB,65
Mitchell Wagoner,Hemlock High School,"Hemlock, MI",RB,65
Jerry Hardeman,Centennial High School,"Corona, CA",OLB,65
Stephen Curtis,Wayne High School,"Huber Heights, OH",RB,65
Ken Easterly,Austin-East High School,"Knoxville, TN",WR,65
Aaron Bakr,Woodrow Wilson High,"Camden, NJ",ILB,65
Austin Day,Foothill High School,"Pleasanton, CA",S,65
Jeff Early,Rockbridge County High School,"Lexington, VA",WR,65
Kris Enslen,Caravel Academy,"Bear, DE",OLB,65
Conner Mach,Parkway West High School,"Ballwin, MO",S,65
Carnell Evans,St. Vincent-St. Mary High School,"Akron, OH",ILB,65
Drue Jones,Wadsworth Senior High School,"Wadsworth, OH",S,65
Ryan Revtai,West Allegheny High School,"Imperial, PA",OLB,65
Curtis Spann,Pearl High School,"Pearl, MS",RB,65
Andrew Ellis,Myrtle Beach High School,"Myrtle Beach, SC",QB,65
Giovanni Irvine,Hillside High School,"Durham, NC",WR,65
Bryce Peila,Crater High School,"Central Point, OR",S,65
James Calhoun,John W. North High School,"Riverside, CA",RB,65
Brenin Brooks,Greenway High School,"Phoenix, AZ",OLB,65
Morgan Mickan,Georgetown High School,"Georgetown, TX",QB,65
Jeremy McClain,Riverdale High School,"Murfreesboro, TN",RB,65
Edwin Frias,Emerson High School,"Union City, NJ",FB,65
Mike Catapano,Chaminade High School,"Bayville, NY",FB,65
Guy Sergent,Fountain-Ft Carson High School,"Fountain, CO",OLB,65
Derrick Little,Mount Whitney High School,"Visalia, CA",WR,65
J.T. Anderson,Matawan Regional High School,"Aberdeen, NJ",ATH,65
Chris Crockett,The Columbus Academy,"Gahanna, OH",RB,65
Cornell Ellis,Rockhurst High School,"Kansas City, MO",OLB,65
Justin Dugger,,,ILB,65
Kenny Youngs,Lansingburgh High School,"Troy, NY",RB,65
Cody Destro,Mogadore High School,"Mogadore, OH",FB,65
Alex Haan,Chicago Christian High School,"Palos Heights, IL",QB,65
Aaron Holman,Tallwood High School,"Virginia Beach, VA",CB,65
Cortez McCrary,Orrville High School,"Orrville, OH",ILB,65
Tyler Groves,Toms River East High School,"Toms River, NJ",ILB,65
Dwight Armstrong,Castlemont High School,"Oakland, CA",S,65
Colin Reno,Scarsdale Senior High School,"Scarsdale, NY",RB,65
Drew Rainwater,Siuslaw High School,"Florence, OR",S,65
Adam Wazniewski,Crater High School,"Central Point, OR",TE,65
Christian Alonso,Los Gatos High School,"Los Gatos, CA",TE,65
Derek Keller,Alta High School,"Sandy, UT",OLB,65
Donald Green,Compton High School,"Compton, CA",RB,65
Lewis Johnson,Como Park High School,"Saint Paul, MN",TE,65
James Morrison,Saint Mary's High School,"Phoenix, AZ",RB,65
Ryan Williams,Carmel Catholic High School,"Mundelein, IL",S,65
Marvin Ross,Trinity Christian Academy,"Jacksonville, FL",ATH,65
Marshall Loyd,Aldine High School,"Houston, TX",TE,65
Steve Yoder,Washington High School,"Massillon, OH",DE,64
Greg Grimes,Inderkum High School,"Sacramento, CA",OG,64
Stephen Atkinson,Cardinal Gibbons High School,"Fort Lauderdale, FL",S,64
Juandez Brown,Withrow High School,"Cincinnati, OH",QB,64
Korentheus Bailey,East Hall High School,"Gainesville, GA",DT(LQ),64
Derrick Crumpton,Christopher Columbus High School,"Miami, FL",OLB,64
Ryan Katz,Santa Monica High School,"Santa Monica, CA",QB,64
Tanner Burns,Valley Christian High School,"San Jose, CA",S,64
Jared Hassin,Kettle Moraine High School,"Wales, WI",FB,64
Matthew Smith,Saint Xavier High School,"Louisville, KY",DT,64
Imari Thompson,Cedar Hill High School,"Cedar Hill, TX",RB,64
Alan Buzbee,Seton Hall Preparatory School,"West Orange, NJ",OLB,64
De'Andre Vandevender,Trenton High School,"Trenton, MO",ATH,64
Mike Niam,Hudson High School,"Hudson, OH",ILB,64
Andy Kowicki,Normandy High School,"Parma, OH",OG,64
J.J. Laseak,Mentor High School,"Mentor, OH",OLB,64
Tyquan Wilson,Independence High School,"Glendale, AZ",RB,64
Cameron Mai,Spruce Creek High School,"Port Orange, FL",RB,64
Brandon Parham,South Hills High School,"West Covina, CA",S,64
Dom Adams,Austintown Fitch High School,"Youngstown, OH",OG,64
David Turner,Northland High School,"Columbus, OH",ATH,64
Eddie Jones,Myrtle Beach High School,"Myrtle Beach, SC",WR,64
Derek Bickford,William S. Hart High School,"Newhall, CA",OG,64
Matt Markowitz,Bartram Trail High School,"Jacksonville, FL",WR,64
Lars Knudsen,Whitefish Bay High School,"Whitefish Bay, WI",WR,64
Caleb Short,Cordova High School,"Cordova, CA",OG,64
Brett Tiagwad,Saint Joseph's Prep School,"Philadelphia, PA",WR,64
Tyler Kenton,Merrill West High School,"Tracy, CA",FB,64
Demarius Johnson,Pensacola High School,"Pensacola, FL",OLB,64
Forest Reed,Shawnee High School,"Shawnee, OK",S,64
Leons Kabango,Gar-Field High School,"Woodbridge, VA",OLB,64
Derek Mundt,Springboro High School,"Springboro, OH",ILB,64
Andy Jimenez,Miami Sunset High School,"Miami, FL",RB,64
Deondray Brown,Fremont Ross High School,"Fremont, OH",S,64
Ken Stoklosa,Saint Rita High School,"Chicago, IL",ILB,64
Ryan Kuehl,Durango High School,"Las Vegas, NV",RB,64
Havelock Pomele,Milpitas High School,"Milpitas, CA",ATH,64
Adam Wagner,Defiance High School,"Defiance, OH",QB,64
Chris Browne,Shaker Heights High School,"Shaker Heights, OH",OT,64
Muka Atiga,Hunter High School,"West Valley City, UT",RB,64
Jawad Yatim,Shrewsbury High School,"Shrewsbury, MA",QB,64
Chris Roddy,Hendrickson High School,"Pflugerville, TX",WR,64
Jesse Lewis,Loveland High School,"Loveland, CO",RB,64
Dan Cebula,Lincoln-Way East High School,"Frankfort, IL",RB,64
Eric Stoyanoff,Strongsville High School,"Strongsville, OH",RB,64
Blake Cook,Fridley Senior High School,"Fridley, MN",ATH,64
Chris Burnett,Gilman School,"Baltimore, MD",DT,64
Joe Sidaras,William Floyd High School,"Mastic Beach, NY",QB,64
Charles Solomon,Spring High School,"Spring, TX",DE,64
Dan Jackson,Mansfield High School,"Mansfield, TX",OLB,64
James Taylor,Westwood High School,"Township of Wash, NJ",ILB,64
Steven Clegg,Malvern High School,"Malvern, AR",RB,64
Jesse Mitchell,Westlake High School,"Waldorf, MD",RB,64
Derek Timms,Chapel Hill High School,"Tyler, TX",OG,64
Keith Franklin,Clayton Valley Charter High School,"Concord, CA",RB,64
Stephen Young,Gar-Field High School,"Woodbridge, VA",OG,64
John Hinchey,Kearney High School,"Kearney, MO",WR,64
Greyson Konkel,Regis Jesuit High School,"Aurora, CO",OLB,64
Manny Cutlip,Beaver Area High School,"Beaver, PA",S,64
Devin Greene,Chartiers Valley High School,"Bridgeville, PA",OLB,64
Paul Ostrander,Hopkinton High School,"Hopkinton, MA",WR,64
Reggie Nicholson,Westview High School,"Avondale, AZ",RB,64
Ryan Baxter,Saint Paul's Episcopal School,"Mobile, AL",OG,64
John Alston,Livingston High School,"Livingston, NJ",DE,64
DeAngelo Anderson,Fairley High School,"Memphis, TN",CB,64
Jason McLean,James Madison High School,"San Antonio, TX",S,64
Elliot Taylor,Mount Miguel High School,"San Diego, CA",RB,64
Koree Ross,Denver East High School,"Denver, CO",OLB,64
Bob Klug,Blue Valley North High School,"Overland Park, KS",TE,64
P.J. Beidel,Roswell High School,"Roswell, GA",WR,64
Harmon Bruno,San Ramon Valley High School,"Danville, CA",OLB,64
